solr_core
56e0eb81-c2d5-4d5d-9171-b251bf7299a4
4319eb8b-9e18-4ced-ba1a-692c47a46b7d
54d237dc-1b08-4493-8379-ef54c0f1e620
d0caecdf-98f4-46c5-9658-36da9ed76234
24375524-d3df-4b7d-94ea-4520c0e7b9ef
2eb3af99-ef14-48fb-82c1-cb9d1f6732bd
2b903d42-6884-447c-a89f-722a1a43a073
070ff25d-c8cd-46c4-96af-be9ad7c27b72
